SCENARIO	INSTANCE	SEC_OBJECTIVE	NUM_VEHICLES	TOTAL_TRAVEL_TIME	TOTAL_TRAVELED_DISTANCE	CONFIGURATION
A1	r202	TravelTime	3	919.696189989539	1141.18972047288	0;50;33;65;34;29;39;67;23;72;73;21;40;53;87;57;41;22;75;56;74;4;54;55;25;24;80;77;1;70;31;52;0;0;42;92;59;5;45;47;36;63;64;11;19;62;88;30;71;76;79;78;81;9;51;90;49;46;48;82;7;10;20;32;66;35;3;68;12;26;58;0;0;27;69;28;15;14;38;44;16;61;99;18;8;84;86;85;96;6;95;97;43;2;13;94;60;83;17;91;100;37;98;93;89;0
A1	r203	TravelTime	2	901.701762408096	1134.0999709669	0;89;94;95;97;42;37;92;59;96;60;45;46;36;64;63;11;62;88;30;76;67;41;22;87;53;6;84;5;85;91;16;86;14;57;2;75;56;55;4;72;74;73;21;13;100;98;93;61;17;83;18;52;31;70;0;0;28;50;33;81;65;71;51;1;69;27;39;23;15;43;38;44;99;40;79;78;9;8;47;49;19;48;82;7;10;90;32;20;66;35;34;3;68;29;24;25;54;80;77;12;26;58;0
A1	r204	TravelTime	2	637.122350771199	813.11860652667	0;52;89;6;94;96;59;92;37;98;85;91;14;43;15;41;22;75;56;23;67;39;26;12;76;28;53;79;33;81;9;51;20;66;65;71;35;34;78;29;24;55;4;72;74;73;2;57;42;100;13;0;0;27;69;31;88;62;11;19;46;17;86;38;44;16;61;93;99;95;97;87;83;8;45;84;5;60;18;7;82;48;47;36;49;64;63;90;32;10;30;70;1;50;3;77;68;80;54;25;21;40;58;0
A1	r205	TravelTime	3	747.368678526528	1020.64380708744	0;27;69;52;5;83;45;47;36;64;63;11;19;7;82;8;18;84;61;16;86;38;85;99;6;94;97;87;57;43;74;56;4;26;54;55;25;24;80;68;77;0;0;28;12;29;33;65;71;51;30;31;88;62;10;90;32;49;46;17;91;37;100;93;96;13;58;0;0;95;59;92;98;44;14;42;15;2;72;39;67;23;75;22;41;73;21;40;53;76;3;79;78;34;81;9;35;66;20;50;1;70;48;60;89;0
A1	r206	TravelTime	2	773.154955847783	983.010455457635	0;95;92;42;14;91;45;82;48;47;36;64;63;11;19;7;88;62;90;30;51;9;81;78;79;3;76;12;26;53;40;21;72;22;41;57;43;97;13;2;74;75;56;4;25;55;54;24;80;68;77;50;0;0;28;27;69;1;33;65;71;34;29;39;67;23;73;15;87;44;38;86;16;61;84;99;6;18;83;8;46;49;10;32;66;35;20;70;31;52;89;60;5;17;85;100;37;98;93;59;96;94;58;0
A1	r207	TravelTime	2	686.073387752176	869.382248866024	0;27;69;1;50;33;81;34;29;24;39;67;23;15;43;14;44;38;86;16;85;99;6;60;84;8;82;7;48;47;49;19;10;63;90;32;20;66;35;51;70;31;52;18;83;17;61;91;100;37;98;93;59;96;89;0;0;94;95;97;42;92;5;45;46;36;64;11;62;88;30;65;71;9;78;79;3;76;28;53;40;2;87;57;41;22;74;73;21;72;75;56;4;25;55;54;80;68;77;12;26;58;13;0
A1	r208	TravelTime	2	562.526123734456	730.761265187644	0;89;6;94;95;92;37;98;91;44;16;86;38;14;43;15;41;23;67;39;21;40;53;28;76;50;51;9;81;33;79;78;34;35;71;65;66;20;30;70;52;18;83;60;5;85;100;13;58;0;0;27;69;1;31;88;7;82;48;19;11;62;10;32;90;63;64;49;36;47;46;8;45;17;84;61;93;99;96;59;97;87;42;57;2;73;72;74;22;75;56;4;25;55;54;24;29;3;77;68;80;12;26;0
A1	r209	TravelTime	2	851.514501746955	1060.61976495846	0;27;62;11;63;31;69;28;21;72;75;23;67;39;73;12;76;29;79;65;71;9;81;33;51;30;90;64;49;36;46;8;45;84;96;6;97;37;43;74;56;4;54;25;55;24;80;68;77;1;0;0;95;59;92;2;15;42;14;38;44;98;99;5;83;82;47;19;7;88;52;18;61;86;16;85;94;87;57;41;22;40;53;26;50;3;78;34;35;66;20;10;32;70;48;17;91;100;93;60;89;13;58;0
A1	r210	TravelTime	2	860.380853189443	1069.10372544177	0;95;92;59;5;45;82;7;47;36;64;11;62;88;52;18;61;86;38;44;16;85;99;87;94;6;84;8;46;48;19;49;63;90;32;10;31;70;20;66;35;34;68;24;25;54;80;77;50;1;0;0;28;12;29;33;65;71;51;30;69;27;42;15;23;67;39;76;81;9;78;79;3;53;40;21;73;72;22;41;57;43;14;98;97;2;74;75;56;55;4;26;13;89;60;83;17;91;100;37;93;96;58;0
A1	r211	TravelTime	2	663.645703562639	849.282681251966	0;27;52;82;47;19;11;62;88;31;69;76;29;79;33;81;9;65;71;51;30;90;63;64;49;36;46;48;7;18;83;8;45;17;5;84;60;89;6;96;93;91;100;43;74;56;4;25;55;54;24;80;68;77;0;0;28;12;21;73;72;75;23;67;39;22;41;15;57;2;87;42;14;44;38;86;16;61;85;99;59;98;37;92;97;95;94;13;58;40;53;26;50;3;78;34;35;66;20;32;10;70;1;0
